date,temp_max,temp_min,temp_mean,precipitation,rain,precip_hours,windspeed_max,humidity_mean,pressure_mean
2016-08-23,16.7,2.5,9.7,0.0,0.0,0.0,11.5,81,1024.7
2016-08-24,17.3,7.2,11.7,0.0,0.0,0.0,12.9,91,1024.2
2016-08-25,22.3,10.8,15.3,0.0,0.0,0.0,8.8,88,1021.6
2016-08-26,23.6,11.9,16.6,0.0,0.0,0.0,8.0,86,1019.1
2016-08-27,23.4,11.2,16.4,0.0,0.0,0.0,9.4,80,1017.7
2016-08-28,25.7,11.5,18.1,0.0,0.0,0.0,17.8,70,1015.1
2016-08-29,25.4,12.1,18.6,0.0,0.0,0.0,11.8,77,1016.3
2016-08-30,20.3,15.9,17.6,12.2,12.2,17.0,14.6,91,1015.8
2016-08-31,17.9,12.3,14.9,1.1,1.1,4.0,25.3,80,1015.8
2016-09-01,19.5,8.9,14.1,0.0,0.0,0.0,14.8,84,1021.3
2016-09-02,17.3,12.6,14.4,0.1,0.1,1.0,14.1,89,1023.5
2016-09-03,16.7,13.2,14.7,21.8,21.8,12.0,14.6,97,1022.6
2016-09-04,19.6,14.0,16.1,24.5,24.5,19.0,14.1,95,1020.2
2016-09-05,18.1,14.1,15.8,5.0,5.0,6.0,14.7,92,1020.5
2016-09-06,16.9,10.8,14.8,5.4,5.4,5.0,24.0,81,1017.6
2016-09-07,16.8,5.1,10.7,0.0,0.0,0.0,21.2,68,1019.4
2016-09-08,18.6,5.4,12.0,0.0,0.0,0.0,9.8,76,1020.0
2016-09-09,18.2,8.5,12.8,0.0,0.0,0.0,11.5,86,1023.2
2016-09-10,20.1,11.7,15.3,0.0,0.0,0.0,13.4,86,1024.3
2016-09-11,22.7,12.9,16.7,0.0,0.0,0.0,10.1,85,1020.5
2016-09-12,25.7,15.0,19.3,0.0,0.0,0.0,16.1,82,1013.9
2016-09-13,27.6,14.1,20.7,2.6,2.6,5.0,39.5,64,1009.2
2016-09-14,20.0,10.9,15.0,0.1,0.1,1.0,25.4,55,1013.8
2016-09-15,20.6,7.1,13.3,0.0,0.0,0.0,13.8,66,1018.0
2016-09-16,17.9,9.9,13.2,0.0,0.0,0.0,13.3,86,1021.0
2016-09-17,23.0,11.4,16.1,0.0,0.0,0.0,13.3,83,1018.2
2016-09-18,25.5,14.0,18.2,5.5,5.5,8.0,15.0,85,1016.8
2016-09-19,21.2,12.9,16.8,3.7,3.7,8.0,11.5,89,1016.7
2016-09-20,17.9,9.7,13.2,0.5,0.5,3.0,11.4,74,1020.2
2016-09-21,16.8,7.3,11.9,0.0,0.0,0.0,17.4,85,1023.2
2016-09-22,18.6,11.2,13.9,0.2,0.2,1.0,16.6,84,1022.0
2016-09-23,22.4,11.9,15.9,0.0,0.0,0.0,12.1,76,1020.2
2016-09-24,21.5,11.9,15.5,0.0,0.0,0.0,14.7,83,1019.5
2016-09-25,17.5,10.7,13.2,4.5,4.5,10.0,14.8,90,1019.3
2016-09-26,20.4,10.6,14.1,0.0,0.0,0.0,13.1,79,1018.9
2016-09-27,20.9,10.5,14.4,0.0,0.0,0.0,12.6,83,1020.0
2016-09-28,23.4,11.1,16.4,0.0,0.0,0.0,10.8,74,1018.3
2016-09-29,21.2,11.3,15.4,0.0,0.0,0.0,20.8,79,1016.7
2016-09-30,13.2,10.9,11.9,0.1,0.1,1.0,20.7,89,1019.7
2016-10-01,16.2,10.7,12.9,0.8,0.8,5.0,16.6,87,1023.2
2016-10-02,16.1,11.9,13.2,0.4,0.4,3.0,15.9,87,1023.4
2016-10-03,16.6,12.0,14.1,1.2,1.2,8.0,14.2,91,1018.5
2016-10-04,16.5,12.9,14.2,2.3,2.3,8.0,15.0,95,1016.0
2016-10-05,18.8,12.6,14.6,1.5,1.5,8.0,15.2,87,1015.3
2016-10-06,17.4,9.7,13.1,27.9,27.9,20.0,20.8,91,1009.0
2016-10-07,16.2,10.0,12.9,1.1,1.1,7.0,12.9,87,1014.2
2016-10-08,22.8,11.1,16.5,0.0,0.0,0.0,15.2,77,1015.4
2016-10-09,17.9,12.2,14.2,0.0,0.0,0.0,15.5,90,1020.6
2016-10-10,19.0,12.2,14.5,0.0,0.0,0.0,17.3,84,1022.7
2016-10-11,17.3,12.0,14.7,4.7,4.7,8.0,14.5,92,1019.6
2016-10-12,23.9,13.3,17.6,0.0,0.0,0.0,18.7,85,1016.9
2016-10-13,21.5,15.4,18.1,7.5,7.5,11.0,26.2,93,1013.9
2016-10-14,22.8,14.4,18.5,4.9,4.9,6.0,15.6,91,1017.6
2016-10-15,23.8,15.8,18.9,0.4,0.4,2.0,15.5,89,1017.5
2016-10-16,29.1,17.5,22.4,1.8,1.8,3.0,17.4,85,1013.4
2016-10-17,29.4,19.6,22.9,2.7,2.7,3.0,21.2,87,1014.1
2016-10-18,29.5,18.0,22.0,9.7,9.7,4.0,15.7,87,1014.1
2016-10-19,28.1,19.0,22.8,6.6,6.6,7.0,14.4,88,1011.7
2016-10-20,28.4,19.8,22.9,7.1,7.1,6.0,13.2,88,1011.5
2016-10-21,19.5,13.1,16.9,2.0,2.0,5.0,18.1,96,1016.1
2016-10-22,17.9,12.8,14.6,0.0,0.0,0.0,16.5,88,1020.4
2016-10-23,21.7,13.2,16.8,0.0,0.0,0.0,12.7,89,1020.0
2016-10-24,24.3,16.1,19.1,0.1,0.1,1.0,14.2,90,1016.3
2016-10-25,21.3,16.9,18.5,7.9,7.9,15.0,15.1,94,1015.6
2016-10-26,22.5,17.3,19.2,10.7,10.7,15.0,14.8,92,1011.7
2016-10-27,21.7,13.6,18.1,2.2,2.2,8.0,30.8,75,1006.9
2016-10-28,18.6,7.9,13.2,0.0,0.0,0.0,24.3,62,1016.2
2016-10-29,15.7,10.3,12.7,0.1,0.1,1.0,16.7,84,1023.9
2016-10-30,18.5,10.5,13.8,0.0,0.0,0.0,17.1,85,1022.2
2016-10-31,23.0,12.8,17.4,0.1,0.1,1.0,16.1,85,1016.9
2016-11-01,26.1,16.2,20.7,0.3,0.3,3.0,15.5,82,1013.0
2016-11-02,25.5,17.8,20.4,5.1,5.1,4.0,18.5,86,1012.5
2016-11-03,17.9,13.2,15.3,3.3,3.3,9.0,16.6,92,1020.2
2016-11-04,22.0,13.5,16.9,0.0,0.0,0.0,13.4,82,1023.5
2016-11-05,21.3,12.9,16.6,0.0,0.0,0.0,16.6,81,1023.6
2016-11-06,21.2,14.9,17.4,0.1,0.1,1.0,14.2,87,1020.0
2016-11-07,23.8,15.8,19.0,1.6,1.6,2.0,12.8,87,1016.9
2016-11-08,24.3,16.0,19.6,0.5,0.5,2.0,11.7,83,1015.0
2016-11-09,24.2,16.8,20.1,4.9,4.9,7.0,11.8,86,1012.8
2016-11-10,27.3,17.1,21.4,0.0,0.0,0.0,26.0,77,1011.6
2016-11-11,26.8,16.6,20.9,0.5,0.5,1.0,18.9,79,1011.9
2016-11-12,16.3,11.8,13.6,0.2,0.2,2.0,20.7,87,1017.8
2016-11-13,17.0,12.5,14.6,0.0,0.0,0.0,15.0,90,1016.3
2016-11-14,20.8,14.3,17.2,0.2,0.2,1.0,15.5,88,1012.0
2016-11-15,22.5,15.7,18.3,3.4,3.4,10.0,12.2,88,1008.3
2016-11-16,22.9,16.7,19.0,19.8,19.8,13.0,10.6,90,1007.3
2016-11-17,23.9,16.6,19.8,1.1,1.1,5.0,10.5,81,1010.1
2016-11-18,20.2,11.4,15.9,1.8,1.8,3.0,16.2,71,1014.7
2016-11-19,17.1,9.9,13.2,0.0,0.0,0.0,13.8,80,1018.0
2016-11-20,21.6,10.0,15.3,0.0,0.0,0.0,12.6,78,1016.1
2016-11-21,26.2,11.4,19.2,0.0,0.0,0.0,12.9,68,1013.9
2016-11-22,20.7,14.4,17.2,0.1,0.1,1.0,16.6,86,1014.6
2016-11-23,23.5,15.1,18.2,5.4,5.4,11.0,15.4,88,1013.0
2016-11-24,22.9,15.9,18.5,0.2,0.2,1.0,14.9,89,1016.1
2016-11-25,26.4,15.6,19.5,3.0,3.0,4.0,11.5,86,1017.5
2016-11-26,25.6,17.3,20.5,0.2,0.2,1.0,14.4,88,1016.2
2016-11-27,28.0,18.3,22.3,8.2,8.2,10.0,9.9,83,1014.2
2016-11-28,26.9,19.5,22.4,8.6,8.6,7.0,13.6,86,1013.3
2016-11-29,20.2,13.9,17.6,2.0,2.0,10.0,18.9,94,1016.5
2016-11-30,17.6,12.8,14.9,1.1,1.1,8.0,21.3,86,1020.8
2016-12-01,18.0,11.7,14.9,0.0,0.0,0.0,15.9,86,1021.4
2016-12-02,21.3,14.6,17.7,0.0,0.0,0.0,13.4,89,1018.7
2016-12-03,20.7,17.0,18.9,10.9,10.9,10.0,25.0,94,1010.2
2016-12-04,22.6,15.4,18.9,1.5,1.5,6.0,24.5,86,1006.2
2016-12-05,24.2,12.7,18.0,0.0,0.0,0.0,21.4,75,1009.5
2016-12-06,27.4,13.5,20.1,0.0,0.0,0.0,12.3,75,1011.7
2016-12-07,27.6,16.0,22.0,0.0,0.0,0.0,9.7,73,1010.8
2016-12-08,25.9,18.1,20.9,21.0,21.0,8.0,10.9,88,1010.8
2016-12-09,21.7,16.6,19.1,14.1,14.1,13.0,15.4,96,1011.4
2016-12-10,23.3,16.2,19.6,10.2,10.2,14.0,15.3,93,1009.8
2016-12-11,24.3,19.3,21.4,10.2,10.2,15.0,20.2,89,1008.2
2016-12-12,21.0,16.3,18.6,1.8,1.8,8.0,13.8,89,1009.4
2016-12-13,27.6,17.8,22.1,0.0,0.0,0.0,15.9,78,1008.9
2016-12-14,21.6,15.1,18.9,2.9,2.9,12.0,18.8,90,1014.5
2016-12-15,16.0,12.8,14.2,2.5,2.5,17.0,20.4,86,1023.1
2016-12-16,18.3,12.0,15.2,0.6,0.6,5.0,19.8,88,1023.7
2016-12-17,21.6,15.5,18.1,1.2,1.2,7.0,17.0,88,1020.7
2016-12-18,24.5,16.6,20.1,3.2,3.2,2.0,16.8,87,1017.0
2016-12-19,26.8,17.9,21.5,2.2,2.2,2.0,18.1,83,1013.8
2016-12-20,25.5,18.1,20.4,20.0,20.0,12.0,12.9,87,1013.8
2016-12-21,22.2,17.0,19.4,5.7,5.7,16.0,10.7,92,1014.4
2016-12-22,23.8,18.0,20.6,1.4,1.4,5.0,13.4,87,1016.6
2016-12-23,26.1,17.6,21.8,0.0,0.0,0.0,14.0,81,1015.4
2016-12-24,27.9,17.6,22.2,3.3,3.3,2.0,11.2,82,1014.1
2016-12-25,26.8,19.2,22.4,3.8,3.8,7.0,12.1,87,1012.9
2016-12-26,30.0,20.3,24.8,0.6,0.6,1.0,16.4,79,1010.9
2016-12-27,31.3,20.6,25.7,0.0,0.0,0.0,16.4,72,1012.6
2016-12-28,27.4,20.6,23.5,14.7,14.7,10.0,13.3,88,1015.0
2016-12-29,27.6,20.7,22.9,11.1,11.1,11.0,10.8,89,1014.5
2016-12-30,24.2,19.9,21.7,4.8,4.8,9.0,12.3,90,1013.9
2016-12-31,27.4,19.4,22.4,8.2,8.2,8.0,17.4,85,1013.2
2017-01-01,25.6,19.2,22.2,3.3,3.3,5.0,22.5,84,1012.7
2017-01-02,27.5,19.4,22.3,11.0,11.0,6.0,14.1,85,1012.9
2017-01-03,24.6,19.5,21.5,3.1,3.1,8.0,19.7,89,1013.8
2017-01-04,27.9,19.2,23.0,6.8,6.8,6.0,14.7,83,1013.0
2017-01-05,27.8,20.5,23.1,5.3,5.3,11.0,18.9,80,1013.4
2017-01-06,24.2,18.8,20.6,23.3,23.3,20.0,22.1,90,1016.2
2017-01-07,25.0,18.1,21.2,6.0,6.0,9.0,13.5,88,1016.0
2017-01-08,28.3,20.1,23.1,10.3,10.3,11.0,9.9,85,1012.8
2017-01-09,28.4,20.1,23.6,2.9,2.9,4.0,18.4,81,1010.3
2017-01-10,28.6,19.4,23.2,3.6,3.6,4.0,20.7,83,1010.4
2017-01-11,27.0,20.2,22.4,13.9,13.9,13.0,17.1,89,1012.5
2017-01-12,22.7,16.3,19.9,13.8,13.8,13.0,19.7,87,1015.8
2017-01-13,27.6,13.9,19.9,0.0,0.0,0.0,19.6,82,1014.0
2017-01-14,28.7,18.4,22.5,0.0,0.0,0.0,16.4,82,1010.9
2017-01-15,27.4,17.9,22.2,0.0,0.0,0.0,20.1,80,1011.2
2017-01-16,25.3,17.9,21.1,15.5,15.5,12.0,15.0,87,1011.2
2017-01-17,25.6,19.5,21.7,13.4,13.4,13.0,21.1,85,1007.7
2017-01-18,25.0,19.4,21.6,14.3,14.3,10.0,17.4,85,1010.8
2017-01-19,23.2,17.7,19.9,2.4,2.4,10.0,24.9,88,1016.4
2017-01-20,23.0,17.4,19.4,4.0,4.0,15.0,18.6,88,1018.9
2017-01-21,23.1,17.2,19.3,1.4,1.4,11.0,18.5,88,1018.0
2017-01-22,23.7,17.6,19.8,3.6,3.6,13.0,15.3,87,1015.5
2017-01-23,23.4,17.6,19.7,20.9,20.9,9.0,15.0,89,1014.5
2017-01-24,25.9,17.8,21.5,2.6,2.6,9.0,21.3,81,1013.4
2017-01-25,23.8,19.3,21.0,8.5,8.5,16.0,25.2,87,1012.1
2017-01-26,25.9,17.9,20.6,12.5,12.5,7.0,15.5,86,1013.4
2017-01-27,21.6,17.2,18.6,6.2,6.2,10.0,22.6,91,1017.4
2017-01-28,23.2,17.1,19.1,22.6,22.6,13.0,15.1,92,1020.1
2017-01-29,23.5,18.1,20.4,10.3,10.3,7.0,19.2,91,1020.1
2017-01-30,24.2,18.5,20.7,1.1,1.1,5.0,20.2,89,1019.2
2017-01-31,22.4,18.3,19.6,10.0,10.0,17.0,18.2,96,1017.7
2017-02-01,23.0,16.7,19.5,19.0,19.0,17.0,16.7,89,1014.0
2017-02-02,24.5,17.5,20.8,4.0,4.0,10.0,15.6,85,1011.1
2017-02-03,23.5,18.4,20.7,4.7,4.7,11.0,18.1,87,1011.3
2017-02-04,26.9,19.0,22.3,0.5,0.5,4.0,16.3,83,1011.7
2017-02-05,29.5,19.9,23.9,0.1,0.1,1.0,17.1,80,1011.4
2017-02-06,25.9,19.6,22.2,13.1,13.1,12.0,11.3,87,1010.7
2017-02-07,24.7,18.7,20.6,2.3,2.3,12.0,19.2,91,1012.9
2017-02-08,22.0,17.9,19.3,0.8,0.8,6.0,17.0,93,1015.7
2017-02-09,24.0,17.9,19.9,1.2,1.2,6.0,19.2,86,1016.2
2017-02-10,23.9,18.0,19.8,0.3,0.3,2.0,20.3,84,1015.6
2017-02-11,25.5,18.1,21.0,4.8,4.8,9.0,17.3,88,1013.0
2017-02-12,24.9,19.7,21.8,10.1,10.1,16.0,16.7,89,1011.3
2017-02-13,24.1,18.9,21.3,6.4,6.4,13.0,14.1,90,1012.6
2017-02-14,26.7,18.4,22.4,0.3,0.3,3.0,18.9,82,1016.9
2017-02-15,28.4,18.8,23.3,0.0,0.0,0.0,15.3,80,1019.9
2017-02-16,28.8,19.0,23.1,0.1,0.1,1.0,17.8,83,1018.3
2017-02-17,28.5,17.8,22.2,2.3,2.3,5.0,10.3,83,1015.6
2017-02-18,28.7,18.1,23.2,2.8,2.8,5.0,8.5,81,1015.3
2017-02-19,30.0,20.0,23.9,1.8,1.8,4.0,13.7,84,1017.0
2017-02-20,28.8,18.7,22.3,0.1,0.1,1.0,23.1,83,1018.9
2017-02-21,26.2,18.6,21.4,0.0,0.0,0.0,18.5,84,1018.9
2017-02-22,27.7,18.2,22.0,0.0,0.0,0.0,14.6,81,1016.6
2017-02-23,29.0,19.3,23.3,2.7,2.7,4.0,9.8,75,1014.7
2017-02-24,26.1,19.2,21.8,2.1,2.1,9.0,13.0,77,1013.5
2017-02-25,26.1,17.4,21.1,2.5,2.5,6.0,14.8,79,1012.8
2017-02-26,24.6,18.0,20.4,1.3,1.3,6.0,17.3,87,1013.9
2017-02-27,26.4,17.6,21.2,1.0,1.0,6.0,14.8,83,1013.0
2017-02-28,27.9,19.4,22.7,0.6,0.6,2.0,16.8,78,1010.2
2017-03-01,28.7,19.2,23.0,3.3,3.3,4.0,19.2,76,1009.0
2017-03-02,26.0,19.8,21.9,14.8,14.8,17.0,13.4,86,1012.2
2017-03-03,26.0,19.6,22.3,5.8,5.8,11.0,20.0,84,1013.7
2017-03-04,27.1,19.8,22.8,0.3,0.3,2.0,22.3,82,1010.6
2017-03-05,26.2,19.7,21.8,8.4,8.4,11.0,16.3,88,1009.9
2017-03-06,23.8,18.8,20.4,4.3,4.3,13.0,21.4,91,1014.3
2017-03-07,24.6,18.4,20.6,7.6,7.6,8.0,15.0,90,1016.2
2017-03-08,23.5,18.1,20.2,1.4,1.4,8.0,21.3,90,1016.4
2017-03-09,27.5,19.0,22.4,1.0,1.0,7.0,17.6,85,1013.5
2017-03-10,29.0,20.8,23.8,0.5,0.5,1.0,17.9,83,1013.8
2017-03-11,23.6,19.2,21.0,2.2,2.2,12.0,18.5,92,1016.4
2017-03-12,27.2,19.1,22.3,0.6,0.6,1.0,20.8,85,1013.8
2017-03-13,21.0,16.6,18.7,0.6,0.6,2.0,18.1,90,1015.8
2017-03-14,22.1,16.3,18.6,0.9,0.9,6.0,17.7,87,1017.5
2017-03-15,24.0,17.5,20.0,2.1,2.1,7.0,17.1,91,1017.2
2017-03-16,27.1,17.8,21.7,3.1,3.1,5.0,15.0,84,1014.8
2017-03-17,21.2,15.8,18.1,15.4,15.4,18.0,14.8,95,1016.3
2017-03-18,17.2,14.5,15.6,4.2,4.2,14.0,20.8,93,1019.9
2017-03-19,19.1,14.7,16.2,1.8,1.8,11.0,17.6,93,1019.9
2017-03-20,19.9,14.8,16.6,1.6,1.6,8.0,22.7,89,1021.3
2017-03-21,20.0,14.1,16.7,2.8,2.8,9.0,22.1,90,1022.6
2017-03-22,22.2,15.8,18.1,0.1,0.1,1.0,20.2,86,1021.7
2017-03-23,22.2,16.2,18.3,1.0,1.0,6.0,18.7,86,1018.6
2017-03-24,24.3,15.2,19.4,0.1,0.1,1.0,11.3,83,1015.6
2017-03-25,24.9,16.6,19.3,1.5,1.5,8.0,18.4,88,1015.3
2017-03-26,22.6,14.7,18.1,0.0,0.0,0.0,15.6,85,1016.7
2017-03-27,19.6,16.0,17.6,3.2,3.2,13.0,14.8,91,1017.6
2017-03-28,20.6,14.8,17.5,0.7,0.7,6.0,19.6,88,1019.2
2017-03-29,20.8,14.9,17.1,1.7,1.7,11.0,17.7,86,1019.7
2017-03-30,21.0,13.9,16.5,1.1,1.1,8.0,16.1,85,1018.4
2017-03-31,19.4,13.6,15.9,1.5,1.5,8.0,17.6,85,1021.0
2017-04-01,19.4,12.7,15.7,2.4,2.4,11.0,22.5,87,1022.1
2017-04-02,20.7,12.8,16.7,0.9,0.9,7.0,19.5,90,1019.0
2017-04-03,22.9,15.6,18.1,0.1,0.1,1.0,19.8,88,1017.0
2017-04-04,24.9,16.1,19.4,0.0,0.0,0.0,15.4,85,1015.9
2017-04-05,24.8,16.6,20.3,5.9,5.9,8.0,21.9,84,1013.8
2017-04-06,19.5,16.0,18.2,50.1,50.1,20.0,15.7,96,1014.6
2017-04-07,20.0,16.6,17.9,7.5,7.5,20.0,21.0,95,1016.9
2017-04-08,23.0,17.8,19.5,1.0,1.0,7.0,19.1,91,1018.5
2017-04-09,22.8,17.5,19.4,0.8,0.8,6.0,18.6,89,1018.7
2017-04-10,23.5,18.0,20.2,0.2,0.2,2.0,15.7,91,1017.1
2017-04-11,26.3,17.8,20.7,5.7,5.7,7.0,13.4,89,1015.5
2017-04-12,19.1,14.6,16.4,3.0,3.0,13.0,16.6,90,1019.4
2017-04-13,18.6,14.1,15.7,1.1,1.1,9.0,18.2,88,1020.5
2017-04-14,22.5,12.1,16.7,0.0,0.0,0.0,13.7,86,1019.8
2017-04-15,24.5,14.9,19.0,0.5,0.5,1.0,15.2,88,1019.0
2017-04-16,23.1,16.6,19.5,0.0,0.0,0.0,18.4,86,1016.3
2017-04-17,18.1,14.9,16.4,1.1,1.1,8.0,18.2,89,1018.2
2017-04-18,19.1,14.2,16.0,0.2,0.2,2.0,18.4,86,1020.4
2017-04-19,19.0,13.4,15.6,0.4,0.4,4.0,21.8,87,1020.0
2017-04-20,22.7,13.4,17.3,2.8,2.8,4.0,18.6,89,1015.2
2017-04-21,21.2,14.9,18.5,11.2,11.2,16.0,21.0,87,1011.9
2017-04-22,20.3,13.1,15.9,0.3,0.3,2.0,17.9,86,1017.0
2017-04-23,19.6,13.1,15.7,0.2,0.2,2.0,15.5,85,1020.8
2017-04-24,22.4,13.7,16.8,0.1,0.1,1.0,18.8,86,1018.9
2017-04-25,24.4,15.4,19.3,0.0,0.0,0.0,22.1,84,1013.1
2017-04-26,20.8,16.5,19.0,8.1,8.1,5.0,30.3,80,1009.1
2017-04-27,17.0,7.9,12.3,0.0,0.0,0.0,20.4,68,1018.3
2017-04-28,16.9,7.3,11.6,0.0,0.0,0.0,13.4,83,1022.9
2017-04-29,17.0,8.6,12.2,0.0,0.0,0.0,13.7,87,1024.3
2017-04-30,17.5,11.8,14.0,0.3,0.3,3.0,16.6,90,1024.7
2017-05-01,19.7,13.6,15.8,0.0,0.0,0.0,18.0,88,1023.2
2017-05-02,20.2,13.6,16.0,0.8,0.8,3.0,15.9,89,1021.4
2017-05-03,21.6,14.0,16.8,0.7,0.7,2.0,13.1,90,1021.0
2017-05-04,21.6,14.8,17.1,5.9,5.9,9.0,15.7,92,1018.0
2017-05-05,19.8,14.4,16.8,8.2,8.2,10.0,11.7,91,1017.2
2017-05-06,20.3,14.2,16.5,0.6,0.6,5.0,10.4,89,1019.0
2017-05-07,20.4,14.1,16.5,0.0,0.0,0.0,14.7,88,1018.7
2017-05-08,21.0,12.8,15.9,0.0,0.0,0.0,14.5,83,1015.9
2017-05-09,22.4,11.9,16.8,0.0,0.0,0.0,20.2,84,1015.3
2017-05-10,18.6,14.9,16.2,0.4,0.4,4.0,14.8,93,1019.4
2017-05-11,16.0,12.9,14.3,0.5,0.5,5.0,20.9,93,1020.9
2017-05-12,21.0,12.9,15.2,0.0,0.0,0.0,14.5,86,1019.2
2017-05-13,23.7,12.5,17.9,0.2,0.2,1.0,26.8,83,1013.7
2017-05-14,21.2,13.1,17.9,1.5,1.5,2.0,35.5,77,1010.4
2017-05-15,19.4,8.0,13.3,0.0,0.0,0.0,13.8,85,1016.0
2017-05-16,18.0,11.2,14.3,0.1,0.1,1.0,16.5,87,1018.3
2017-05-17,18.5,12.2,14.6,0.0,0.0,0.0,17.7,89,1019.1
2017-05-18,16.2,13.4,14.6,22.5,22.5,18.0,24.5,98,1017.1
2017-05-19,15.8,14.1,14.7,32.3,32.3,16.0,22.2,97,1012.7
2017-05-20,18.0,14.9,15.8,0.2,0.2,2.0,20.3,96,1015.7
2017-05-21,17.9,14.7,16.0,24.9,24.9,19.0,15.8,94,1016.1
2017-05-22,17.8,11.9,14.4,0.3,0.3,2.0,15.9,94,1019.5
2017-05-23,19.0,10.0,13.4,0.0,0.0,0.0,13.3,86,1021.6
2017-05-24,22.4,10.9,16.1,0.1,0.1,1.0,10.8,80,1019.6
2017-05-25,25.2,13.2,19.0,0.0,0.0,0.0,12.6,82,1018.5
2017-05-26,25.5,15.5,20.6,0.0,0.0,0.0,14.3,85,1017.9
2017-05-27,19.0,15.5,17.5,8.7,8.7,7.0,14.7,98,1021.1
2017-05-28,17.8,14.8,16.2,1.5,1.5,6.0,12.7,97,1021.9
2017-05-29,24.0,15.6,18.8,0.0,0.0,0.0,14.9,87,1019.6
2017-05-30,16.6,13.8,15.1,0.3,0.3,3.0,14.7,98,1020.5
2017-05-31,19.9,14.1,16.0,20.3,20.3,11.0,16.7,92,1015.8
2017-06-01,15.6,10.3,13.9,9.7,9.7,2.0,30.0,80,1014.3
2017-06-02,18.0,7.9,12.4,0.0,0.0,0.0,17.3,84,1020.1
2017-06-03,18.0,11.2,13.4,0.0,0.0,0.0,14.1,86,1020.4
2017-06-04,23.8,11.5,17.5,0.0,0.0,0.0,19.9,77,1016.0
2017-06-05,19.8,17.1,18.4,27.1,27.1,18.0,21.8,90,1014.4
2017-06-06,19.7,16.9,18.2,55.0,55.0,18.0,20.1,94,1014.6
2017-06-07,22.6,17.1,19.2,1.8,1.8,7.0,17.0,89,1014.6
2017-06-08,23.9,13.6,19.4,2.6,2.6,5.0,37.6,78,1010.4
2017-06-09,15.2,5.7,11.5,2.6,2.6,4.0,30.3,75,1016.4
2017-06-10,14.9,2.7,7.9,0.0,0.0,0.0,16.8,73,1020.2
2017-06-11,18.8,5.4,10.7,0.0,0.0,0.0,9.5,76,1018.5
2017-06-12,17.2,6.1,10.6,0.0,0.0,0.0,11.7,80,1018.9
2017-06-13,16.8,8.2,12.3,0.5,0.5,3.0,9.8,87,1020.3
2017-06-14,17.7,9.6,12.5,0.2,0.2,2.0,13.4,92,1023.8
2017-06-15,17.6,12.1,14.4,0.5,0.5,4.0,19.8,90,1024.9
2017-06-16,19.1,11.9,14.7,0.0,0.0,0.0,13.5,87,1021.4
2017-06-17,21.7,9.7,15.3,0.0,0.0,0.0,17.8,80,1017.2
2017-06-18,22.2,11.4,16.8,0.0,0.0,0.0,21.9,77,1016.2
2017-06-19,16.0,9.8,13.0,8.3,8.3,11.0,18.8,90,1018.8
2017-06-20,10.5,8.6,9.2,22.6,22.6,11.0,20.8,97,1025.6
2017-06-21,13.7,9.4,11.5,0.0,0.0,0.0,12.9,97,1027.0
2017-06-22,18.5,12.1,14.3,0.3,0.3,3.0,17.9,93,1025.0
2017-06-23,19.3,13.2,15.2,0.0,0.0,0.0,18.0,90,1025.1
2017-06-24,19.9,10.4,14.5,0.0,0.0,0.0,15.5,89,1026.3
2017-06-25,18.4,12.3,14.8,0.0,0.0,0.0,13.6,89,1026.3
2017-06-26,19.5,8.2,13.6,0.0,0.0,0.0,11.7,86,1024.1
2017-06-27,19.8,8.8,14.0,0.0,0.0,0.0,11.3,83,1023.3
2017-06-28,20.0,9.6,14.0,0.0,0.0,0.0,12.2,80,1023.7
2017-06-29,20.7,9.2,14.8,0.0,0.0,0.0,14.8,80,1021.9
2017-06-30,21.9,13.5,16.9,0.0,0.0,0.0,18.1,71,1020.6
2017-07-01,17.7,11.1,13.6,0.3,0.3,2.0,14.1,90,1024.9
2017-07-02,11.6,8.4,10.3,0.0,0.0,0.0,16.6,87,1030.7
2017-07-03,12.3,8.8,10.2,0.1,0.1,1.0,20.6,88,1032.0
2017-07-04,13.6,10.1,11.4,0.6,0.6,3.0,25.5,90,1030.1
2017-07-05,16.2,8.1,11.8,0.0,0.0,0.0,19.6,86,1029.0
2017-07-06,17.0,6.6,11.3,0.0,0.0,0.0,15.9,86,1027.4
2017-07-07,17.0,7.1,12.0,0.0,0.0,0.0,16.1,89,1027.3
2017-07-08,17.5,11.2,13.4,0.0,0.0,0.0,18.0,91,1026.9
2017-07-09,18.5,10.6,14.0,0.0,0.0,0.0,12.5,88,1025.5
2017-07-10,20.5,9.9,14.6,0.0,0.0,0.0,10.1,83,1024.3
2017-07-11,21.6,11.1,15.4,0.0,0.0,0.0,10.9,85,1024.4
2017-07-12,20.1,10.8,14.1,0.0,0.0,0.0,16.7,88,1025.9
2017-07-13,21.2,8.1,14.1,0.0,0.0,0.0,11.8,84,1025.1
2017-07-14,21.7,10.2,15.1,0.0,0.0,0.0,13.0,86,1023.6
2017-07-15,21.1,9.6,15.1,0.0,0.0,0.0,27.4,75,1019.6
2017-07-16,22.9,12.4,17.0,0.0,0.0,0.0,27.8,64,1018.1
2017-07-17,21.0,7.3,14.9,3.7,3.7,8.0,19.0,73,1020.6
2017-07-18,9.6,1.7,4.9,7.2,7.2,9.0,21.3,75,1028.5
2017-07-19,10.4,1.2,6.5,0.0,0.0,0.0,14.2,87,1028.1
2017-07-20,17.0,7.3,11.6,0.0,0.0,0.0,17.1,86,1023.4
